sim,champion,final4
3270,Michigan St.,Duke|Ohio St.|Michigan St.|Florida
3271,St. John's (NY),Duke|Texas Tech|Utah St.|St. John's (NY)
3272,Florida,Duke|Michigan|Louisville|Florida
3273,Michigan,Duke|Michigan|Arizona|Virginia
3274,Duke,Duke|Ohio St.|Iowa St.|Florida
3275,Duke,Duke|Vanderbilt|Arizona|Virginia
3276,Vanderbilt,South Fla.|Vanderbilt|Iowa St.|McNeese
3277,Kentucky,Duke|Iowa|Auburn|Kentucky
3278,Illinois,Alabama|Iowa|Arizona|Illinois
3279,Purdue,Purdue|Texas Tech|Arizona|Illinois
3280,Florida,Duke|Iowa|Tennessee|Florida
3281,Michigan,Houston|Michigan|Tennessee|Illinois
3282,Arizona,South Fla.|Texas Tech|Arizona|Virginia
3283,Illinois,Houston|Gonzaga|Michigan St.|Illinois
3284,Duke,Duke|Michigan|Tennessee|Illinois
3285,Arizona,Houston|Gonzaga|Arizona|NC State
3286,McNeese,Duke|Vanderbilt|Louisville|McNeese
3287,Florida,Duke|Gonzaga|Iowa St.|Florida
3288,Arizona,Duke|Texas Tech|Arizona|Florida
3289,Houston,Houston|Michigan|Iowa St.|Florida
3290,Michigan,San Diego St.|Michigan|Iowa St.|McNeese
3291,Iowa St.,Houston|Ohio St.|Iowa St.|Santa Clara
3292,Illinois,Duke|Michigan|Michigan St.|Illinois
3293,Purdue,Purdue|Michigan|Villanova|Arkansas
3294,St. John's (NY),Houston|Vanderbilt|Michigan St.|St. John's (NY)
3295,Duke,Duke|Michigan|Arizona|Florida
3296,Iowa St.,Georgia|Michigan|Iowa St.|St. John's (NY)
3297,Iowa St.,Duke|Michigan|Iowa St.|Santa Clara
3298,Tennessee,Nebraska|Vanderbilt|Tennessee|Virginia
3299,Arizona,Duke|Gonzaga|Arizona|Florida
3300,Arizona,Purdue|UConn|Arizona|Florida
3301,Florida,Houston|Texas Tech|Iowa St.|Florida
3302,Illinois,Duke|Michigan|Michigan St.|Illinois
3303,Illinois,Houston|UConn|Louisville|Illinois
3304,Michigan,Purdue|Michigan|Louisville|Illinois
3305,Illinois,Duke|Gonzaga|Louisville|Illinois
3306,Michigan,Houston|Michigan|Tennessee|Illinois
3307,Oklahoma,Houston|Michigan|Oklahoma|Santa Clara
3308,Illinois,Duke|Michigan|Iowa St.|Illinois
3309,Arizona,Houston|Gonzaga|Arizona|Virginia
3310,Iowa St.,Duke|UConn|Iowa St.|Cincinnati
3311,Gonzaga,Alabama|Gonzaga|Louisville|NC State
3312,Duke,Duke|Michigan|Tennessee|St. John's (NY)
3313,Texas Tech,Houston|Texas Tech|Louisville|Arkansas
3314,Michigan St.,Duke|Clemson|Michigan St.|Kentucky
3315,Santa Clara,Kansas|Iowa|Utah St.|Santa Clara
3316,Florida,Duke|Clemson|Tennessee|Florida
